country,year,sex,value,source
Germany,2021,Females,10.9,ESTAT:SDG_08_20(1.0)
Germany,2022,Females,10.5,ESTAT:SDG_08_20(1.0)
Germany,2023,Females,10.3,ESTAT:SDG_08_20(1.0)
Denmark,2009,Females,7.3,ESTAT:SDG_08_20(1.0)
Denmark,2010,Females,7.7,ESTAT:SDG_08_20(1.0)
Denmark,2011,Females,8.9,ESTAT:SDG_08_20(1.0)
Denmark,2012,Females,9.0,ESTAT:SDG_08_20(1.0)
Denmark,2013,Females,8.7,ESTAT:SDG_08_20(1.0)
Denmark,2014,Females,8.7,ESTAT:SDG_08_20(1.0)
Denmark,2015,Females,8.9,ESTAT:SDG_08_20(1.0)
Denmark,2016,Females,8.7,ESTAT:SDG_08_20(1.0)
Denmark,2017,Females,10.5,ESTAT:SDG_08_20(1.0)
Denmark,2018,Females,9.7,ESTAT:SDG_08_20(1.0)
Denmark,2019,Females,9.6,ESTAT:SDG_08_20(1.0)
Denmark,2020,Females,10.4,ESTAT:SDG_08_20(1.0)
Denmark,2021,Females,8.9,ESTAT:SDG_08_20(1.0)
Denmark,2022,Females,8.3,ESTAT:SDG_08_20(1.0)
Denmark,2023,Females,8.9,ESTAT:SDG_08_20(1.0)
Euro area – 20 countries (from 2023),2009,Females,16.5,ESTAT:SDG_08_20(1.0)
Euro area – 20 countries (from 2023),2010,Females,16.7,ESTAT:SDG_08_20(1.0)
Euro area – 20 countries (from 2023),2011,Females,16.7,ESTAT:SDG_08_20(1.0)
Euro area – 20 countries (from 2023),2012,Females,17.1,ESTAT:SDG_08_20(1.0)
Euro area – 20 countries (from 2023),2013,Females,17.4,ESTAT:SDG_08_20(1.0)
Euro area – 20 countries (from 2023),2014,Females,17.2,ESTAT:SDG_08_20(1.0)
Euro area – 20 countries (from 2023),2015,Females,16.7,ESTAT:SDG_08_20(1.0)
Euro area – 20 countries (from 2023),2016,Females,16.2,ESTAT:SDG_08_20(1.0)
Euro area – 20 countries (from 2023),2017,Females,15.6,ESTAT:SDG_08_20(1.0)
Euro area – 20 countries (from 2023),2018,Females,14.9,ESTAT:SDG_08_20(1.0)
Euro area – 20 countries (from 2023),2019,Females,14.2,ESTAT:SDG_08_20(1.0)
Euro area – 20 countries (from 2023),2020,Females,14.9,ESTAT:SDG_08_20(1.0)
Euro area – 20 countries (from 2023),2021,Females,13.8,ESTAT:SDG_08_20(1.0)
Euro area – 20 countries (from 2023),2022,Females,12.5,ESTAT:SDG_08_20(1.0)
Euro area – 20 countries (from 2023),2023,Females,12.0,ESTAT:SDG_08_20(1.0)
Estonia,2009,Females,18.9,ESTAT:SDG_08_20(1.0)
Estonia,2010,Females,17.9,ESTAT:SDG_08_20(1.0)
Estonia,2011,Females,15.4,ESTAT:SDG_08_20(1.0)
Estonia,2012,Females,16.6,ESTAT:SDG_08_20(1.0)
Estonia,2013,Females,16.1,ESTAT:SDG_08_20(1.0)
Estonia,2014,Females,15.2,ESTAT:SDG_08_20(1.0)
Estonia,2015,Females,16.2,ESTAT:SDG_08_20(1.0)
Estonia,2016,Females,17.9,ESTAT:SDG_08_20(1.0)
Estonia,2017,Females,12.6,ESTAT:SDG_08_20(1.0)
Estonia,2018,Females,13.2,ESTAT:SDG_08_20(1.0)
Estonia,2019,Females,12.2,ESTAT:SDG_08_20(1.0)
Estonia,2020,Females,12.9,ESTAT:SDG_08_20(1.0)
Estonia,2021,Females,11.7,ESTAT:SDG_08_20(1.0)
Estonia,2022,Females,9.2,ESTAT:SDG_08_20(1.0)
Estonia,2023,Females,8.9,ESTAT:SDG_08_20(1.0)
Greece,2009,Females,19.9,ESTAT:SDG_08_20(1.0)
Greece,2010,Females,21.8,ESTAT:SDG_08_20(1.0)
Greece,2011,Females,25.0,ESTAT:SDG_08_20(1.0)
Greece,2012,Females,27.7,ESTAT:SDG_08_20(1.0)
Greece,2013,Females,28.5,ESTAT:SDG_08_20(1.0)
Greece,2014,Females,26.9,ESTAT:SDG_08_20(1.0)
Greece,2015,Females,24.6,ESTAT:SDG_08_20(1.0)
Greece,2016,Females,23.3,ESTAT:SDG_08_20(1.0)
Greece,2017,Females,23.1,ESTAT:SDG_08_20(1.0)
Greece,2018,Females,20.6,ESTAT:SDG_08_20(1.0)
Greece,2019,Females,18.0,ESTAT:SDG_08_20(1.0)
Greece,2020,Females,18.5,ESTAT:SDG_08_20(1.0)
Greece,2021,Females,17.9,ESTAT:SDG_08_20(1.0)
Greece,2022,Females,16.5,ESTAT:SDG_08_20(1.0)
Greece,2023,Females,17.2,ESTAT:SDG_08_20(1.0)
Spain,2009,Females,19.5,ESTAT:SDG_08_20(1.0)
Spain,2010,Females,19.7,ESTAT:SDG_08_20(1.0)
Spain,2011,Females,20.4,ESTAT:SDG_08_20(1.0)
Spain,2012,Females,21.6,ESTAT:SDG_08_20(1.0)
Spain,2013,Females,22.1,ESTAT:SDG_08_20(1.0)
Spain,2014,Females,20.9,ESTAT:SDG_08_20(1.0)
Spain,2015,Females,19.7,ESTAT:SDG_08_20(1.0)
Spain,2016,Females,18.7,ESTAT:SDG_08_20(1.0)
Spain,2017,Females,17.1,ESTAT:SDG_08_20(1.0)
Spain,2018,Females,16.0,ESTAT:SDG_08_20(1.0)
Spain,2019,Females,15.4,ESTAT:SDG_08_20(1.0)
Spain,2020,Females,17.3,ESTAT:SDG_08_20(1.0)
Spain,2021,Females,13.9,ESTAT:SDG_08_20(1.0)
Spain,2022,Females,13.3,ESTAT:SDG_08_20(1.0)
Spain,2023,Females,12.3,ESTAT:SDG_08_20(1.0)
European Union - 27 countries (from 2020),2009,Females,16.7,ESTAT:SDG_08_20(1.0)
European Union - 27 countries (from 2020),2010,Females,17.2,ESTAT:SDG_08_20(1.0)
European Union - 27 countries (from 2020),2011,Females,17.2,ESTAT:SDG_08_20(1.0)
European Union - 27 countries (from 2020),2012,Females,17.6,ESTAT:SDG_08_20(1.0)
European Union - 27 countries (from 2020),2013,Females,17.9,ESTAT:SDG_08_20(1.0)
European Union - 27 countries (from 2020),2014,Females,17.6,ESTAT:SDG_08_20(1.0)
European Union - 27 countries (from 2020),2015,Females,17.1,ESTAT:SDG_08_20(1.0)
European Union - 27 countries (from 2020),2016,Females,16.7,ESTAT:SDG_08_20(1.0)
European Union - 27 countries (from 2020),2017,Females,16.0,ESTAT:SDG_08_20(1.0)
European Union - 27 countries (from 2020),2018,Females,15.3,ESTAT:SDG_08_20(1.0)
European Union - 27 countries (from 2020),2019,Females,14.7,ESTAT:SDG_08_20(1.0)
European Union - 27 countries (from 2020),2020,Females,15.4,ESTAT:SDG_08_20(1.0)
European Union - 27 countries (from 2020),2021,Females,14.5,ESTAT:SDG_08_20(1.0)
European Union - 27 countries (from 2020),2022,Females,13.0,ESTAT:SDG_08_20(1.0)
European Union - 27 countries (from 2020),2023,Females,12.5,ESTAT:SDG_08_20(1.0)
Finland,2009,Females,11.6,ESTAT:SDG_08_20(1.0)
Finland,2010,Females,10.9,ESTAT:SDG_08_20(1.0)
Finland,2011,Females,10.4,ESTAT:SDG_08_20(1.0)
Finland,2012,Females,10.7,ESTAT:SDG_08_20(1.0)
Finland,2013,Females,10.8,ESTAT:SDG_08_20(1.0)
Finland,2014,Females,11.1,ESTAT:SDG_08_20(1.0)
Finland,2015,Females,12.4,ESTAT:SDG_08_20(1.0)
Finland,2016,Females,11.6,ESTAT:SDG_08_20(1.0)
Finland,2017,Females,11.0,ESTAT:SDG_08_20(1.0)
Finland,2018,Females,10.6,ESTAT:SDG_08_20(1.0)
Finland,2019,Females,9.9,ESTAT:SDG_08_20(1.0)
Finland,2020,Females,9.9,ESTAT:SDG_08_20(1.0)
Finland,2021,Females,8.7,ESTAT:SDG_08_20(1.0)
Finland,2022,Females,8.6,ESTAT:SDG_08_20(1.0)
Finland,2023,Females,9.1,ESTAT:SDG_08_20(1.0)
France,2003,Females,12.2,ESTAT:SDG_08_20(1.0)
France,2004,Females,12.5,ESTAT:SDG_08_20(1.0)
France,2005,Females,12.4,ESTAT:SDG_08_20(1.0)
France,2006,Females,12.5,ESTAT:SDG_08_20(1.0)
France,2007,Females,12.1,ESTAT:SDG_08_20(1.0)
France,2008,Females,11.8,ESTAT:SDG_08_20(1.0)
France,2009,Females,12.7,ESTAT:SDG_08_20(1.0)
France,2010,Females,13.0,ESTAT:SDG_08_20(1.0)
France,2011,Females,13.2,ESTAT:SDG_08_20(1.0)
France,2012,Females,13.2,ESTAT:SDG_08_20(1.0)
France,2013,Females,13.8,ESTAT:SDG_08_20(1.0)
France,2014,Females,13.9,ESTAT:SDG_08_20(1.0)
France,2015,Females,14.5,ESTAT:SDG_08_20(1.0)
France,2016,Females,14.3,ESTAT:SDG_08_20(1.0)
France,2017,Females,13.6,ESTAT:SDG_08_20(1.0)
France,2018,Females,13.2,ESTAT:SDG_08_20(1.0)
France,2019,Females,12.6,ESTAT:SDG_08_20(1.0)
France,2020,Females,13.7,ESTAT:SDG_08_20(1.0)
France,2021,Females,13.0,ESTAT:SDG_08_20(1.0)
France,2022,Females,12.1,ESTAT:SDG_08_20(1.0)
France,2023,Females,12.5,ESTAT:SDG_08_20(1.0)
Croatia,2009,Females,17.3,ESTAT:SDG_08_20(1.0)
Croatia,2010,Females,17.3,ESTAT:SDG_08_20(1.0)
Croatia,2011,Females,18.9,ESTAT:SDG_08_20(1.0)
Croatia,2012,Females,19.4,ESTAT:SDG_08_20(1.0)
Croatia,2013,Females,21.8,ESTAT:SDG_08_20(1.0)
Croatia,2014,Females,20.9,ESTAT:SDG_08_20(1.0)
Croatia,2015,Females,19.2,ESTAT:SDG_08_20(1.0)
Croatia,2016,Females,19.3,ESTAT:SDG_08_20(1.0)
Croatia,2017,Females,18.9,ESTAT:SDG_08_20(1.0)
Croatia,2018,Females,17.8,ESTAT:SDG_08_20(1.0)
Croatia,2019,Females,16.2,ESTAT:SDG_08_20(1.0)
Croatia,2020,Females,15.9,ESTAT:SDG_08_20(1.0)
Croatia,2021,Females,16.2,ESTAT:SDG_08_20(1.0)
Croatia,2022,Females,15.1,ESTAT:SDG_08_20(1.0)
Croatia,2023,Females,12.7,ESTAT:SDG_08_20(1.0)
Hungary,2009,Females,16.9,ESTAT:SDG_08_20(1.0)
Hungary,2010,Females,16.8,ESTAT:SDG_08_20(1.0)
Hungary,2011,Females,17.4,ESTAT:SDG_08_20(1.0)
Hungary,2012,Females,18.5,ESTAT:SDG_08_20(1.0)
Hungary,2013,Females,19.0,ESTAT:SDG_08_20(1.0)
Hungary,2014,Females,17.2,ESTAT:SDG_08_20(1.0)
Hungary,2015,Females,15.3,ESTAT:SDG_08_20(1.0)
Hungary,2016,Females,14.5,ESTAT:SDG_08_20(1.0)
Hungary,2017,Females,14.7,ESTAT:SDG_08_20(1.0)
Hungary,2018,Females,13.9,ESTAT:SDG_08_20(1.0)
Hungary,2019,Females,13.4,ESTAT:SDG_08_20(1.0)
Hungary,2020,Females,14.8,ESTAT:SDG_08_20(1.0)
Hungary,2021,Females,14.8,ESTAT:SDG_08_20(1.0)
Hungary,2022,Females,13.3,ESTAT:SDG_08_20(1.0)
Hungary,2023,Females,13.3,ESTAT:SDG_08_20(1.0)
Ireland,2009,Females,18.4,ESTAT:SDG_08_20(1.0)
Ireland,2010,Females,20.3,ESTAT:SDG_08_20(1.0)
Ireland,2011,Females,20.9,ESTAT:SDG_08_20(1.0)
Ireland,2012,Females,20.3,ESTAT:SDG_08_20(1.0)
Ireland,2013,Females,18.5,ESTAT:SDG_08_20(1.0)
Ireland,2014,Females,18.2,ESTAT:SDG_08_20(1.0)
Ireland,2015,Females,16.6,ESTAT:SDG_08_20(1.0)
Ireland,2016,Females,14.6,ESTAT:SDG_08_20(1.0)
Ireland,2017,Females,13.8,ESTAT:SDG_08_20(1.0)
Ireland,2018,Females,12.5,ESTAT:SDG_08_20(1.0)
Ireland,2019,Females,12.4,ESTAT:SDG_08_20(1.0)
Ireland,2020,Females,14.5,ESTAT:SDG_08_20(1.0)
Ireland,2021,Females,9.5,ESTAT:SDG_08_20(1.0)
Ireland,2022,Females,9.5,ESTAT:SDG_08_20(1.0)
Ireland,2023,Females,8.7,ESTAT:SDG_08_20(1.0)
Iceland,2009,Females,8.5,ESTAT:SDG_08_20(1.0)
Iceland,2010,Females,11.0,ESTAT:SDG_08_20(1.0)
Iceland,2011,Females,7.7,ESTAT:SDG_08_20(1.0)
Iceland,2012,Females,6.4,ESTAT:SDG_08_20(1.0)
Iceland,2013,Females,5.9,ESTAT:SDG_08_20(1.0)
Iceland,2014,Females,6.5,ESTAT:SDG_08_20(1.0)
Iceland,2015,Females,4.9,ESTAT:SDG_08_20(1.0)
Iceland,2016,Females,5.0,ESTAT:SDG_08_20(1.0)
Iceland,2017,Females,4.8,ESTAT:SDG_08_20(1.0)
Iceland,2018,Females,5.9,ESTAT:SDG_08_20(1.0)
Iceland,2019,Females,4.8,ESTAT:SDG_08_20(1.0)
Iceland,2020,Females,7.4,ESTAT:SDG_08_20(1.0)
Iceland,2021,Females,7.6,ESTAT:SDG_08_20(1.0)
Iceland,2022,Females,5.2,ESTAT:SDG_08_20(1.0)
Iceland,2023,Females,6.3,ESTAT:SDG_08_20(1.0)
Italy,2009,Females,24.1,ESTAT:SDG_08_20(1.0)
Italy,2010,Females,25.4,ESTAT:SDG_08_20(1.0)
Italy,2011,Females,25.8,ESTAT:SDG_08_20(1.0)
Italy,2012,Females,26.6,ESTAT:SDG_08_20(1.0)
Italy,2013,Females,28.3,ESTAT:SDG_08_20(1.0)
Italy,2014,Females,28.4,ESTAT:SDG_08_20(1.0)
Italy,2015,Females,27.9,ESTAT:SDG_08_20(1.0)
Italy,2016,Females,27.0,ESTAT:SDG_08_20(1.0)
Italy,2017,Females,26.6,ESTAT:SDG_08_20(1.0)
Italy,2018,Females,26.1,ESTAT:SDG_08_20(1.0)
Italy,2019,Females,24.9,ESTAT:SDG_08_20(1.0)
Italy,2020,Females,26.1,ESTAT:SDG_08_20(1.0)
Italy,2021,Females,25.0,ESTAT:SDG_08_20(1.0)
Italy,2022,Females,20.5,ESTAT:SDG_08_20(1.0)
Italy,2023,Females,17.8,ESTAT:SDG_08_20(1.0)
Lithuania,2009,Females,13.6,ESTAT:SDG_08_20(1.0)
Lithuania,2010,Females,14.5,ESTAT:SDG_08_20(1.0)
Lithuania,2011,Females,13.3,ESTAT:SDG_08_20(1.0)
Lithuania,2012,Females,13.0,ESTAT:SDG_08_20(1.0)
Lithuania,2013,Females,14.3,ESTAT:SDG_08_20(1.0)
Lithuania,2014,Females,14.3,ESTAT:SDG_08_20(1.0)
Lithuania,2015,Females,13.0,ESTAT:SDG_08_20(1.0)
Lithuania,2016,Females,10.7,ESTAT:SDG_08_20(1.0)
Lithuania,2017,Females,10.8,ESTAT:SDG_08_20(1.0)
Lithuania,2018,Females,9.9,ESTAT:SDG_08_20(1.0)
Lithuania,2019,Females,11.0,ESTAT:SDG_08_20(1.0)
Lithuania,2020,Females,12.4,ESTAT:SDG_08_20(1.0)
Lithuania,2021,Females,13.5,ESTAT:SDG_08_20(1.0)
Lithuania,2022,Females,11.8,ESTAT:SDG_08_20(1.0)
Lithuania,2023,Females,14.1,ESTAT:SDG_08_20(1.0)
Luxembourg,2009,Females,8.8,ESTAT:SDG_08_20(1.0)
Luxembourg,2010,Females,7.0,ESTAT:SDG_08_20(1.0)
Luxembourg,2011,Females,8.2,ESTAT:SDG_08_20(1.0)
Luxembourg,2012,Females,9.0,ESTAT:SDG_08_20(1.0)
Luxembourg,2013,Females,7.7,ESTAT:SDG_08_20(1.0)
Luxembourg,2014,Females,5.6,ESTAT:SDG_08_20(1.0)
Luxembourg,2015,Females,8.6,ESTAT:SDG_08_20(1.0)
Luxembourg,2016,Females,8.3,ESTAT:SDG_08_20(1.0)
Luxembourg,2017,Females,6.9,ESTAT:SDG_08_20(1.0)
Luxembourg,2018,Females,9.6,ESTAT:SDG_08_20(1.0)
Luxembourg,2019,Females,5.9,ESTAT:SDG_08_20(1.0)
Luxembourg,2020,Females,6.6,ESTAT:SDG_08_20(1.0)
Luxembourg,2021,Females,8.5,ESTAT:SDG_08_20(1.0)
Luxembourg,2022,Females,6.4,ESTAT:SDG_08_20(1.0)
Luxembourg,2023,Females,10.0,ESTAT:SDG_08_20(1.0)
Latvia,2009,Females,20.7,ESTAT:SDG_08_20(1.0)
Latvia,2010,Females,21.0,ESTAT:SDG_08_20(1.0)
Latvia,2011,Females,20.3,ESTAT:SDG_08_20(1.0)
Latvia,2012,Females,18.4,ESTAT:SDG_08_20(1.0)
Latvia,2013,Females,17.3,ESTAT:SDG_08_20(1.0)
Latvia,2014,Females,17.9,ESTAT:SDG_08_20(1.0)
Latvia,2015,Females,15.4,ESTAT:SDG_08_20(1.0)
Latvia,2016,Females,13.6,ESTAT:SDG_08_20(1.0)
Latvia,2017,Females,13.5,ESTAT:SDG_08_20(1.0)
Latvia,2018,Females,12.4,ESTAT:SDG_08_20(1.0)
Latvia,2019,Females,10.6,ESTAT:SDG_08_20(1.0)
Latvia,2020,Females,12.6,ESTAT:SDG_08_20(1.0)
Latvia,2021,Females,12.6,ESTAT:SDG_08_20(1.0)
Latvia,2022,Females,11.6,ESTAT:SDG_08_20(1.0)
Latvia,2023,Females,10.4,ESTAT:SDG_08_20(1.0)
Montenegro,2011,Females,25.6,ESTAT:SDG_08_20(1.0)
Montenegro,2012,Females,25.7,ESTAT:SDG_08_20(1.0)
Montenegro,2013,Females,23.3,ESTAT:SDG_08_20(1.0)
Montenegro,2014,Females,22.5,ESTAT:SDG_08_20(1.0)
Montenegro,2015,Females,24.1,ESTAT:SDG_08_20(1.0)
Montenegro,2016,Females,23.1,ESTAT:SDG_08_20(1.0)
Montenegro,2017,Females,22.6,ESTAT:SDG_08_20(1.0)
Montenegro,2018,Females,20.8,ESTAT:SDG_08_20(1.0)
Montenegro,2019,Females,21.5,ESTAT:SDG_08_20(1.0)
Montenegro,2020,Females,26.9,ESTAT:SDG_08_20(1.0)
North Macedonia,2009,Females,37.2,ESTAT:SDG_08_20(1.0)
North Macedonia,2010,Females,35.1,ESTAT:SDG_08_20(1.0)
North Macedonia,2011,Females,34.8,ESTAT:SDG_08_20(1.0)
North Macedonia,2012,Females,34.1,ESTAT:SDG_08_20(1.0)
North Macedonia,2013,Females,34.6,ESTAT:SDG_08_20(1.0)
North Macedonia,2014,Females,36.2,ESTAT:SDG_08_20(1.0)
North Macedonia,2015,Females,35.3,ESTAT:SDG_08_20(1.0)
North Macedonia,2016,Females,34.0,ESTAT:SDG_08_20(1.0)
North Macedonia,2017,Females,35.7,ESTAT:SDG_08_20(1.0)
North Macedonia,2018,Females,33.9,ESTAT:SDG_08_20(1.0)
North Macedonia,2019,Females,28.3,ESTAT:SDG_08_20(1.0)
North Macedonia,2020,Females,29.0,ESTAT:SDG_08_20(1.0)
Malta,2009,Females,16.4,ESTAT:SDG_08_20(1.0)
Malta,2010,Females,16.1,ESTAT:SDG_08_20(1.0)
Malta,2011,Females,14.9,ESTAT:SDG_08_20(1.0)
Malta,2012,Females,14.7,ESTAT:SDG_08_20(1.0)
Malta,2013,Females,12.7,ESTAT:SDG_08_20(1.0)
Malta,2014,Females,14.5,ESTAT:SDG_08_20(1.0)
Malta,2015,Females,15.0,ESTAT:SDG_08_20(1.0)
Malta,2016,Females,12.1,ESTAT:SDG_08_20(1.0)
Malta,2017,Females,9.8,ESTAT:SDG_08_20(1.0)
Malta,2018,Females,9.0,ESTAT:SDG_08_20(1.0)
Malta,2019,Females,10.6,ESTAT:SDG_08_20(1.0)
Malta,2020,Females,10.9,ESTAT:SDG_08_20(1.0)
Malta,2021,Females,12.0,ESTAT:SDG_08_20(1.0)
Malta,2022,Females,7.9,ESTAT:SDG_08_20(1.0)
Malta,2023,Females,8.3,ESTAT:SDG_08_20(1.0)
Netherlands,2009,Females,8.2,ESTAT:SDG_08_20(1.0)
Netherlands,2010,Females,8.2,ESTAT:SDG_08_20(1.0)
Netherlands,2011,Females,8.0,ESTAT:SDG_08_20(1.0)
Netherlands,2012,Females,8.9,ESTAT:SDG_08_20(1.0)
Netherlands,2013,Females,9.4,ESTAT:SDG_08_20(1.0)
Netherlands,2014,Females,9.9,ESTAT:SDG_08_20(1.0)
Netherlands,2015,Females,8.8,ESTAT:SDG_08_20(1.0)
Netherlands,2016,Females,8.2,ESTAT:SDG_08_20(1.0)
Netherlands,2017,Females,7.9,ESTAT:SDG_08_20(1.0)
Netherlands,2018,Females,7.4,ESTAT:SDG_08_20(1.0)
Netherlands,2019,Females,6.9,ESTAT:SDG_08_20(1.0)
Netherlands,2020,Females,7.2,ESTAT:SDG_08_20(1.0)
Netherlands,2021,Females,4.2,ESTAT:SDG_08_20(1.0)
